query_id,query_type,baseline,accuracy_raw,latency_s,cost_usd,input_tokens,output_tokens,accuracy_percent
1,Direct,FF_FULL,1.0,4.008543014526367,0.001505186,5613,172,100.0
1,Direct,FF_FULL,1.0,4.272127151489258,0.001505186,5613,172,100.0
1,Direct,FF_FULL,1.0,4.754816293716431,0.001495176,5613,225,100.0
1,Direct,FF_NO_CACHE,1.0,3.0942397117614746,0.001416636,4665,75,100.0
1,Direct,FF_NO_CACHE,1.0,2.6269097328186035,0.001416636,4665,75,100.0
1,Direct,FF_NO_CACHE,1.0,2.26553726196289,0.001416636,4665,75,100.0
1,Direct,FF_NO_PROMPT,1.0,2.0239720344543457,0.001131078,1954,56,100.0
1,Direct,FF_NO_PROMPT,1.0,2.4095897674560547,0.001131078,1954,56,100.0
1,Direct,FF_NO_PROMPT,1.0,2.2619831562042236,0.001912365,1954,56,100.0
1,Direct,FF_NO_PRUNE,1.0,2.1799280643463135,0.001817088,9799,75,100.0
1,Direct,FF_NO_PRUNE,1.0,2.313288688659668,0.001817088,9799,75,100.0
1,Direct,FF_NO_PRUNE,1.0,2.2871274948120117,0.001817088,9799,75,100.0
2,Direct,FF_FULL,1.0,5.871661901473999,0.001513036,5612,225,100.0
2,Direct,FF_FULL,1.0,7.765141010284424,0.001516236,5612,225,100.0
2,Direct,FF_FULL,1.0,5.643814325332642,0.001491516,5612,225,100.0
2,Direct,FF_NO_CACHE,1.0,2.137187957763672,0.001416636,4665,75,100.0
2,Direct,FF_NO_CACHE,1.0,1.8875629901885984,0.001416636,4665,75,100.0
2,Direct,FF_NO_CACHE,1.0,2.004152297973633,0.001416636,4665,75,100.0
2,Direct,FF_NO_PROMPT,1.0,1.8590710163116455,0.001131078,1954,56,100.0
2,Direct,FF_NO_PROMPT,1.0,1.7162821292877195,0.001131078,1954,56,100.0
2,Direct,FF_NO_PROMPT,1.0,2.680461168289185,0.001131078,1954,56,100.0
2,Direct,FF_NO_PRUNE,1.0,2.513529062271118,0.001817088,9799,75,100.0
2,Direct,FF_NO_PRUNE,1.0,2.570750951766968,0.001817088,9799,75,100.0
2,Direct,FF_NO_PRUNE,1.0,2.333550930023194,0.001817088,9799,75,100.0
3,Direct,FF_FULL,1.0,6.527041912078857,0.001644896,5713,255,100.0
3,Direct,FF_FULL,1.0,5.92313027381897,0.001646096,5781,255,100.0
3,Direct,FF_FULL,1.0,6.08964991569519,0.001624416,5781,255,100.0
3,Direct,FF_NO_CACHE,1.0,2.601555824279785,0.001539096,4672,105,100.0
3,Direct,FF_NO_CACHE,1.0,2.905341148376465,0.001539096,4672,105,100.0
3,Direct,FF_NO_CACHE,1.0,3.627915859222412,0.001539096,4672,105,100.0
3,Direct,FF_NO_PROMPT,1.0,3.153775691986084,0.001460238,1961,139,100.0
3,Direct,FF_NO_PROMPT,1.0,2.9509119987487793,0.001460238,1961,139,100.0
3,Direct,FF_NO_PROMPT,1.0,2.976386070251465,0.001460238,1961,139,100.0
3,Direct,FF_NO_PRUNE,1.0,3.666893720626831,0.001939548,9806,105,100.0
3,Direct,FF_NO_PRUNE,1.0,2.7379791736602783,0.001939548,9806,105,100.0
3,Direct,FF_NO_PRUNE,1.0,2.5353477001190186,0.001939548,9806,105,100.0
4,Direct,FF_FULL,1.0,5.228147268295288,0.001505728,4632,127,100.0
4,Direct,FF_FULL,1.0,6.032285213470459,0.0015085979999999,4632,244,100.0
4,Direct,FF_FULL,1.0,6.023317337036133,0.003573855,4632,244,100.0
4,Direct,FF_NO_CACHE,1.0,2.2070469856262207,0.001400178,3450,94,100.0
4,Direct,FF_NO_CACHE,1.0,2.822174072265625,0.001400178,3450,94,100.0
4,Direct,FF_NO_CACHE,1.0,2.429734945297241,0.001400178,3450,94,100.0
4,Direct,FF_NO_PROMPT,1.0,2.2619707584381104,0.001183884,1927,69,100.0
4,Direct,FF_NO_PROMPT,1.0,1.9617443084716797,0.001183884,1927,69,100.0
4,Direct,FF_NO_PROMPT,1.0,2.6762053966522217,0.00203307,1927,94,100.0
4,Direct,FF_NO_PRUNE,1.0,2.5687270164489746,0.001895868,9805,94,100.0
4,Direct,FF_NO_PRUNE,1.0,2.651660919189453,0.001895868,9805,94,100.0
4,Direct,FF_NO_PRUNE,1.0,2.541278839111328,0.001895868,9805,94,100.0
5,Reasoning,FF_FULL,1.0,8.294028997421265,0.0019837179999999,4814,356,100.0
5,Reasoning,FF_FULL,1.0,7.752465963363648,0.0019462379999999,4814,356,100.0
5,Reasoning,FF_FULL,1.0,8.048627376556396,0.001901598,4814,356,100.0
5,Reasoning,FF_NO_CACHE,1.0,4.18259072303772,0.001843218,3458,206,100.0
5,Reasoning,FF_NO_CACHE,1.0,4.068015813827515,0.001843218,3458,206,100.0
5,Reasoning,FF_NO_CACHE,1.0,4.195358037948608,0.001843218,3458,206,100.0
5,Reasoning,FF_NO_PROMPT,1.0,10.497395992279053,0.002871024,3065,274,100.0
5,Reasoning,FF_NO_PROMPT,0.0,9.249269008636476,0.0028827239999999,3065,277,0.0
5,Reasoning,FF_NO_PROMPT,1.0,10.094851016998293,0.002871024,3065,274,100.0
5,Reasoning,FF_NO_PRUNE,1.0,4.281930208206177,0.002338908,9813,206,100.0
5,Reasoning,FF_NO_PRUNE,1.0,3.983397245407105,0.002338908,9813,206,100.0
5,Reasoning,FF_NO_PRUNE,1.0,5.007591247558594,0.002338908,9813,206,100.0
6,Reasoning,FF_FULL,1.0,11.529899835586548,0.002677952,10346,427,100.0
6,Reasoning,FF_FULL,0.0,8.378773927688599,0.0027062519999999,10918,430,0.0
6,Reasoning,FF_FULL,1.0,9.225735902786257,0.0026326319999999,10918,427,100.0
6,Reasoning,FF_NO_CACHE,1.0,5.49610710144043,0.002568852,9184,277,100.0
6,Reasoning,FF_NO_CACHE,1.0,5.118220806121826,0.002580552,9184,280,100.0
6,Reasoning,FF_NO_CACHE,1.0,4.991641044616699,0.002568852,9184,277,100.0
6,Reasoning,FF_NO_PROMPT,1.0,2.9232356548309326,0.001499082,2269,141,100.0
6,Reasoning,FF_NO_PROMPT,0.0,3.0087177753448486,0.001499082,2269,141,0.0
6,Reasoning,FF_NO_PROMPT,1.0,3.6192779541015625,0.002547675,2269,141,100.0
6,Reasoning,FF_NO_PRUNE,1.0,5.35578179359436,0.002618148,9816,277,100.0
6,Reasoning,FF_NO_PRUNE,0.0,5.1236279010772705,0.002618148,9816,277,0.0
6,Reasoning,FF_NO_PRUNE,0.0,5.077610015869141,0.002618148,9816,277,0.0
7,Reasoning,FF_FULL,1.0,8.586303949356079,0.001942442,8194,281,100.0
7,Reasoning,FF_FULL,1.0,5.641402244567871,0.0019229219999999,8194,281,100.0
7,Reasoning,FF_FULL,1.0,6.978788137435913,0.007280595,8194,281,100.0
7,Reasoning,FF_NO_CACHE,1.0,3.3243892192840576,0.001836042,7107,131,100.0
7,Reasoning,FF_NO_CACHE,1.0,3.025522232055664,0.001836042,7107,131,100.0
7,Reasoning,FF_NO_CACHE,1.0,2.9864888191223145,0.001836042,7107,131,100.0
7,Reasoning,FF_NO_PROMPT,1.0,3.0585460662841797,0.001447134,2121,131,100.0
7,Reasoning,FF_NO_PROMPT,1.0,2.950141191482544,0.001447134,2121,131,100.0
7,Reasoning,FF_NO_PROMPT,1.0,3.572070360183716,0.002364765,2121,131,100.0
7,Reasoning,FF_NO_PRUNE,1.0,3.3562917709350586,0.002047188,9814,131,100.0
7,Reasoning,FF_NO_PRUNE,0.0,3.3527817726135254,0.002070588,9814,137,0.0
7,Reasoning,FF_NO_PRUNE,1.0,4.570758104324341,0.002047188,9814,131,100.0
8,Reasoning,FF_FULL,1.0,6.432711601257324,0.002096842,9136,207,100.0
8,Reasoning,FF_FULL,1.0,6.0460121631622314,0.002046042,9136,299,100.0
8,Reasoning,FF_FULL,1.0,8.032497644424438,0.001970442,9136,299,100.0
8,Reasoning,FF_NO_CACHE,1.0,4.153169870376587,0.001902342,7102,149,100.0
8,Reasoning,FF_NO_CACHE,1.0,3.2877297401428223,0.001902342,7102,149,100.0
8,Reasoning,FF_NO_CACHE,1.0,3.1633243560791016,0.001902342,7102,149,100.0
8,Reasoning,FF_NO_PROMPT,0.0,2.827380895614624,0.001435434,2116,129,0.0
8,Reasoning,FF_NO_PROMPT,0.0,3.3166871070861816,0.001435434,2116,129,0.0
8,Reasoning,FF_NO_PROMPT,1.0,8.410901069641113,0.002434614,3242,160,100.0
8,Reasoning,FF_NO_PRUNE,1.0,3.5271081924438477,0.002113488,9809,149,100.0
8,Reasoning,FF_NO_PRUNE,1.0,3.444519281387329,0.002113488,9809,149,100.0
8,Reasoning,FF_NO_PRUNE,1.0,4.458555221557617,0.002113488,9809,149,100.0
9,Out-of-Scope,FF_FULL,1.0,6.408185005187988,0.001241374,3087,202,100.0
9,Out-of-Scope,FF_FULL,1.0,5.813009262084961,0.001231614,3087,202,100.0
9,Out-of-Scope,FF_FULL,1.0,5.347020149230957,0.002444805,3087,202,100.0
9,Out-of-Scope,FF_NO_CACHE,1.0,2.552957773208618,0.001156974,2468,52,100.0
9,Out-of-Scope,FF_NO_CACHE,1.0,1.6237938404083252,0.001156974,2468,52,100.0
